ch,yue,yue-nn,yue-wz
膍,pei,pi,pi
膎,haai,haai,haai
膏,gou,gu,gou
膐,leoi,lyu,lyu
膑,ban,ban,ban
膑,pan,ban,ban
膒,au,au,au
膓,coeng,coeng,coeng
膔,luk,luk,luk
膕,gwok,gok,gok
膖,pong,pong,pong
膗,ceoi,cui,cui
膘,biu,biu,biu
膙,koeng,koeng,koeng
膙,gaan,koeng,koeng
膙,zoeng,koeng,koeng
膚,fu,fu,fu
膛,tong,tong,tong
膜,mok,mok,mok
膜,mou,mo,mok
膜拜,mou baai,mo baai,mok baai
膝,sat,slat,sat
膝头哥撨眼泪,sat tau go giu ngaan leoi,slat tau go giu ngaan lui,sat tau go giu ngaan lui
膝頭哥撨眼淚,sat tau go giu ngaan leoi,slat tau go giu ngaan lui,sat tau go giu ngaan lui
膞,zyun,zyun,zyun
膟,leot,lat,lat
膠,gaau,gaau,gaau
膠,gaau,geu,gaau
膠盒,gaau haap,gaau hap,gaau hap
膠盒,gaau hap,gaau hap,gaau hap
膠箍,gaau gu,gaau ku,gaau ku
膠箍,gaau ku,gaau ku,gaau ku
膡,jing,jing,jing
膢,lau,lau,lau
膢,leoi,lyu,lyu
膣,zat,zat,zat
膤,syut,slyut,syut
膥,ceon,can,can
膦,leon,lan,lan
膧,cong,cong,cong
膧,tung,tung,tung
膨,paang,paang,paang
膩,nei,ni,ni
膩,nau,nau,nau
膪,zaa,zaa,zaa
膪,ceoi,cui,cui
膫,liu,liu,liu
膬,ceoi,cui,cui
膭,gwai,gwai,gwai
膮,hiu,hiu,hiu
膯,tang,tang,tang
膰,faan,faan,faan
膱,zik,zik,zik
膲,ziu,ziu,ziu
膳,sin,sin,sin
膴,fu,fu,fu
膴,mou,mu,mu
膵,ceoi,cui,cui
膵,seoi,cui,cui
膶,jeon,jan,jan
膷,hoeng,hoeng,hoeng
膸,seoi,sui,sui
膹,fan,fan,fan
膹,fei,fi,fi
膺,jing,jing,jing
膻,sin,sin,sin
膻,daan,daan,daan
膻,saan,saan,saan
膻,zin,zin,zin
膼,zaa,zaa,zaa
膽,daam,daam,daam
膽正命平,daam zeng meng peng,daam zeng meng peng,daam zing ming ping
膽正命平,daam zing ming ping,daam zing ming ping,daam zing ming ping
膽生毛,daam saang mou,daam saang mu,daam saang mou
膽生毛,daam sang mou,daam saang mu,daam saang mou
膽生石,daam saang sek,daam saang sek,daam saang sek
膾,kui,kwai,kwui
膾,kui,kui,kui
膿,nung,nung,nung
臀,tyun,tan,tan
臀瓣,tyun baan,tan baan,tan baan
臁,lim,lim,lim
臂,bei,bi,bi
臃,jung,jung,jung
臄,koek,koek,koek
臄,kek,koek,koek
臅,zuk,cuk,cuk
臆,jik,jik,jik
臇,zyun,zyun,zyun
臇,zeon,zyun,zyun
臈,laap,laap,laap
臉,lim,lim,lim
臊,sou,slu,sou
臊孲,sou haa,slu aa,sou aa
臋,tyun,tan,tan
臌,gu,gu,gu
臍,ci,ci,ci
臎,ceoi,cui,cui
臏,ban,ban,ban
臏,pan,ban,ban
臐,fan,fan,fan
臑,jyu,jyu,jyu
臑,naau,naau,naau
臑,nou,no,no
臑,ji,no,no
臒,wok,wok,wok
臒,wu,wok,wok
臓,zong,zong,zong
臔,jin,jin,jin
臕,biu,biu,biu
臖,hing,hing,hing
臗,fun,fun,fun
臘,laap,laap,laap
臘,lip,laap,laap
臙,jin,jin,jin
臚,lou,lu,lu
臛,fok,kok,fok
臛,huk,kok,fok
臜,zap,zim,zim
臜,zim,zim,zim
臜,zaam,zim,zim
臜,zaan,zim,zim
臝,lo,lo,lo
臞,keoi,kyu,kyu
臟,zong,zong,zong
臠,lyun,lyun,lyun
臡,nai,nai,nai
臢,zap,zim,zim
臢,zim,zim,zim
臢,zaam,zim,zim
臢,zaan,zim,zim
臣,san,can,can
臣,seon,can,can
臣仆,san buk,can buk,can buk
臤,hin,hin,hin
臤,hin,jin,jin
臥,ngo,ngo,ngo
臦,gwong,gong,gong
臦,gwing,gwing,gwing
臧,zong,zong,zong
臧,cong,zong,zong
臨,lam,lam,lam
臩,gwong,gong,gong
臩,gwing,gwing,gwing
自,zi,zi,zi
自传,zi zyun,zi zyun,zi zyun
自傳,zi zyun,zi zyun,zi zyun
自己攞嚟死,zi gei lo lei sei,zi gi lo lai sli,zi gi lo lai si
自強不息,zi goeng bat sik,zi koeng bat slik,zi koeng bat sik
自強不息,zi koeng bat sik,zi goeng bat slik,zi goeng bat sik
自弹自唱,zi taan zi coeng,zi taan zi coeng,zi taan zi coeng
自强不息,zi goeng bat sik,zi koeng bat slik,zi koeng bat sik
自强不息,zi koeng bat sik,zi goeng bat slik,zi goeng bat sik
自彈自唱,zi taan zi coeng,zi taan zi coeng,zi taan zi coeng
自画像,zi waak zoeng,zi waak zoeng,zi waak zoeng
自畫像,zi waak zoeng,zi waak zoeng,zi waak zoeng
自省,zi sing,zi sling,zi sing
自重,zi zung,zi zung,zi zung
自頂向下,zi deng hoeng haa,zi deng hoeng haa,zi ding hoeng haa
自顶向下,zi deng hoeng haa,zi deng hoeng haa,zi ding hoeng haa
臫,giu,giu,giu
臬,jit,nit,nit
臬,nip,nip,nip
臭,cau,cau,cau
臭屁勒,cau pei laak,cau pi lak,cau pi lak
臭屎密冚,cau si mat gam,cau si mat ham,cau si mat ham
臭屎密冚,cau si mat kam,cau si mat ham,cau si mat ham
臭烹烹,cau bang bang,cau pang pang,cau pang pang
臭胺,cau aat,cau aat,cau aat
臭臭䑁䑁,cau cau ok ok,cau cau ok ok,cau cau ok ok
臭青,cau ceng,cau ceng,cau cing
臮,gei,gi,gi
臮,kei,gi,gi
臯,gou,gu,gou
臰,cau,cau,cau
臱,min,min,min
臲,jit,nit,nit
至,zi,zi,zi
致,zi,zi,zi
致使,zi si,zi si,zi si
致病菌,zi bing kwan,zi bing kwan,zi bing kwan
臵,gaak,gaak,gaak
臶,zin,zin,zin
臷,dit,dit,dit
臸,zeon,zan,zan
臸,zi,zi,zi
臹,sau,sau,sau
臺,toi,toi,toi
臺倭,toi wai,toi wo,toi wo
臻,zeon,zan,zan
臼,kau,kau,kau
臽,haam,haam,haam
臽,ham,ham,ham
臾,jyu,jyu,jyu
臾,jung,jyu,jyu
臾须,jyu seoi,jyu slyu,jyu syu
臿,caap,caap,caap
舀,jiu,jiu,jiu
舁,jyu,jyu,jyu
舂,zung,cung,cung
舂臽,zung ham,cung ham,cung ham
舃,sik,slik,sik
舄,sik,slik,sik
舅,kau,kau,kau
舆,jyu,jyu,jyu
與,jyu,jyu,jyu
興,hing,hing,hing
興,jan,hing,hing
興味索然,hing mei saak jin,hing mi slok jin,hing mi sok jin
興趣盎然,hing ceoi ngong jin,hing cyu ong jin,hing cyu ong jin
興都庫什,hing dou fu sam,hing du fu sam,hing du fu sam
舉,geoi,gyu,gyu
舉足輕重,geoi zuk hing cung,gyu zuk hing cung,gyu zuk hing cung
舉足輕重,geoi zuk hing zung,gyu zuk hing zung,gyu zuk hing zung
舉重若輕,geoi cung joek heng,gyu cung joek heng,gyu cung joek hing
舊,gau,gau,gau
舊名,gau meng,gau meng,gau ming
舊曆年,gau lek nin,gau lik nin,gau lik nin
舊曆年,gau lik nin,gau lik nin,gau lik nin
舋,jan,jan,jan
舋,man,han,han
舌,sit,sit,sit
舍,se,se,se
舍车保帅,se geoi bou seoi,se gyu bu sui,se gyu bou sui
舎,se,se,se
舏,gau,gau,gau
舐,laai,saai,saai
舐,saai,lem,laam
舐,si,lem,laam
舐犊,saai duk,lem duk,laam duk
舐犢,saai duk,lem duk,laam duk
舑,daam,daam,daam
舑,taan,taan,taan
舑,tim,tim,tim
舒,syu,syu,syu
舓,saai,saai,saai
舔,tim,tim,tim
舔,lem,lem,lim
舔嘴,lem zeoi,lem zui,lim zui
舔屎忽,lem si fat,lem si fat,lim si fat
舕,taam,taam,taam
舖,pou,pu,pu
舗,pou,pu,pu
舘,gun,gun,gun
舙,jyu,jyu,jyu
舚,daam,daam,daam
舛,cyun,cyun,cyun
舜,seon,san,san
舝,hat,hat,hat
舞,mou,mu,mu
舟,zau,zau,zau
舟車,zau geoi,zau gyu,zau gyu
舟车,zau geoi,zau gyu,zau gyu
舠,dou,du,dou
舡,hong,hong,hong
舡,syun,slyun,syun
舡,gong,gong,gong
舢,saan,saan,saan
舣,ngai,ngai,ngai
舤,faan,faan,faan
舥,paa,paa,paa
舥,paa,baa,paa
舦,taai,taai,taai
舧,faan,faan,faan
舨,baan,baan,baan
舩,syun,syun,syun
航,hong,hong,hong
舫,fong,fong,fong
般,bun,bun,bun
般,bo,bun,bun
般,pun,bun,bun
般,baan,bun,bun
般,but,bun,bun
般乐,pun lok,bun lok,bun lok
般桓,pun wun,bun wun,bun wun
般樂,pun lok,bun lok,bun lok
般游,pun jau,bun jau,bun jau
般若,bo je,bun joek,bun joek
般遊,pun jau,bun jau,bun jau
舭,bei,bi,bi
舮,lou,lu,lu
舯,zung,zung,zung
舰,laam,laam,laam
舰长,laam zoeng,laam zoeng,laam zoeng
舱,cong,cong,cong
舲,ling,ling,ling
舲,lang,ling,ling
舳,zuk,zuk,zuk
舴,zaak,zaak,zaak
舵,to,to,to
舵,taai,taai,taai
舵,taai,do,do
舶,bok,bok,bok
舶,baak,paak,paak
舶,paak,paak,paak
舷,jin,jin,jin
舸,go,go,go
舸,ho,ho,ho
船,syun,syun,syun
船坞,syun ou,syun wu,syun wu
船塢,syun ou,syun wu,syun wu
船头惊鬼船尾惊贼,syun tau geng gwai syun mei geng caak,syun tau geng gwai syun mi geng cak,syun tau ging gwai syun mi ging caak
船長,syun zoeng,syun zoeng,syun zoeng
船长,syun zoeng,syun zoeng,syun zoeng
船頭驚鬼船尾驚賊,syun tau geng gwai syun mei geng caak,syun tau geng gwai syun mi geng cak,syun tau ging gwai syun mi ging caak
舺,gaap,gaap,gaap
舻,lou,lu,lu
舼,hung,hung,hung
舼,kung,kung,kung
舽,pong,pong,pong
舽,fung,fung,fung
舾,sai,slai,sai
舿,kwaa,kwaa,kwaa
艀,fau,fau,fuk
艁,zou,zu,zou
艂,fung,fung,fung
艃,lei,li,li
艄,saau,saau,saau
艅,jyu,jyu,jyu
艆,long,long,long
艇,ting,teng,ting
艇,teng,teng,ting
艈,juk,juk,juk
艉,mei,mi,mi
艊,bok,bok,bok
艋,maang,maang,maang
艌,lim,lim,lim
艌,nim,nim,nim
艍,geoi,gyu,gyu
艎,wong,wong,wong
艏,sau,sau,sau
艐,gaai,gaai,gaai
艐,ho,ho,ho
艐,zung,zung,zung
艑,bin,bin,bin
艒,muk,muk,muk
艓,dip,dip,dip
艔,dou,du,dau
艕,bong,bong,bong
艕,pong,pong,pong
艖,caa,caa,caa
艗,jik,jik,jik
艘,sau,slau,sau
艙,cong,cong,cong
艚,cou,cu,cou
艛,lau,lau,lau
艜,daai,daai,daai
艝,syut,slyut,syut
艞,jiu,jiu,jiu
艞,tiu,tiu,tiu
艟,tung,tung,tung
艟,cung,cung,cung
艠,dang,dang,dang
艡,dong,dong,dong
艢,coeng,coeng,coeng
艣,lou,lu,lu
艤,ngai,ngai,ngai
艥,zip,cap,cap
艦,laam,laam,laam
艦長,laam zoeng,laam zoeng,laam zoeng
艧,wok,wok,wok
艨,mung,mung,mung
艩,cai,cai,cai
艪,lou,lu,lu
艫,lou,lu,lu
艬,caam,caam,caam
艭,soeng,soeng,song
艮,gan,gan,gan
艮,ngan,gan,gan
良,loeng,loeng,loeng
良賈深藏,loeng gu sam cong,loeng gu sam cong,loeng gu sam cong
良贾深藏,loeng gu sam cong,loeng gu sam cong,loeng gu sam cong
艰,gaan,gaan,gaan
艰,gaan,gen,gaan
艰深晦涩,gaan sam fui gip,gaan sam fui gip,gaan sam fui gip
艱,gaan,gaan,gaan
艱,gaan,gen,gaan
艱深晦澀,gaan sam fui gip,gaan sam fui gip,gaan sam fui gip
色,sik,sik,sik
色,sek,sik,sik
色眯眯,sik mai mai,sik mai mai,sik mai mai
色瞇瞇,sik mai mai,sik mai mai,sik mai mai
色長,sik zoeng,sik zoeng,sik zoeng
色长,sik zoeng,sik zoeng,sik zoeng
艳,jim,jim,jim
艳,jim,jin,jaan
艳,jim,jem,jim
艴,fat,fat,fat
艴,but,fat,fat
艵,ping,ping,ping
艶,jim,jim,jim
艷,jim,jim,jim
艷,jim,jin,jaan
艷,jim,jem,jim
艸,cou,cu,cou
艸,mong,cu,cou
艺,ngai,ngai,ngai
艺名,ngai meng,ngai meng,ngai ming
艺名,ngai ming,ngai ming,ngai ming
艻,lak,lak,lak
艼,ding,ting,ting
艽,gau,kau,kau
艽,gaau,gaau,gaau
艽,kau,kau,kau
艾,ngaai,ngaai,ngaai
艾,ngaai,ngoi,ngoi
艾弥尔,ngaai mei ji,ngaai mi ji,ngaai mi ji
艾彌爾,ngaai mei ji,ngaai mi ji,ngaai mi ji
艾玛纽埃尔,ngaai maa nau oi ji,ngaai maa nau oi ji,ngaai maa nau oi ji
艾瑪紐埃爾,ngaai maa nau oi ji,ngaai maa nau oi ji,ngaai maa nau oi ji
艿,naai,naai,naai
艿,jing,jing,jing
芀,siu,tiu,tiu
芀,tiu,tiu,tiu
芁,kau,kau,kau
节,zit,zit,zit
节度使,zit dou si,zit du si,zit du si
芃,pung,pung,pung
芄,jyun,jyun,jyun
芅,jik,jik,jik
芆,ngaai,ngaai,ngaai
芇,min,min,min
芈,mei,mi,mi
芈,me,me,me
芉,gon,gon,gon
芊,cin,cin,cin
芋,wu,wu,wu
芋,jyu,wu,wu
芌,wu,wu,wu
芍,zoek,zoek,zoek
芍,coek,soek,soek
芍药,coek joek,soek joek,soek joek
芍药,zoek joek,zoek joek,zoek joek
芍藥,coek joek,soek joek,soek joek
芍藥,zoek joek,zoek joek,zoek joek
芍陂,zoek pei,zoek pi,zoek pi
芎,gung,gung,gung
芎,hung,gung,gung
芎,kung,gung,gung
芏,dou,du,du
芏,tou,tu,tu
芐,haa,haa,haa
芐,wu,wu,wu
芑,hei,hi,hi
芒,mong,mong,mong
芒,fong,mong,mong
芒,mon,mong,mong
芒貼,mon tip,mong tip,mong tip
芒贴,mon tip,mong tip,mong tip
芓,zi,zi,zi
芔,wai,wai,wai
芕,zik,zik,zik
芖,zi,zi,zi
芗,hoeng,hoeng,hoeng
芘,pei,pi,pi
芘,bei,bi,bi
芙,fu,fu,fu
芚,ceon,can,can
芚,tyun,tan,tan
芚,teon,tyun,tyun
芛,jyut,jyut,jyut
芜,mou,mu,mu
芝,zi,zi,zi
芝,ci,zi,zi
芝娃娃,ci waa waa,zi waa waa,zi waa waa
芝娃娃,zi waa waa,zi waa waa,zi waa waa
芞,hat,hat,hat
芟,saam,saam,saam
芟,saan,saam,saam
芠,man,man,man
芡,him,him,him
芡,hin,hin,hin
芡汁,hin zap,hin zap,hin zap
芢,jan,jan,jan
芣,fau,fau,fau
芤,kau,kau,kau
芤,haau,kau,kau
芥,gaai,gaai,gaai
芥兰菜,gaai lan coi,gaai laan coi,gaai laan coi
芥蘭菜,gaai lan coi,gaai laan coi,gaai laan coi
芦,lou,lu,lu
芦笙,lou saang,lu saang,lu saang
芧,zeoi,zyu,zyu
芧,cyu,cyu,cyu
芨,kap,kap,kap
芨,gap,gap,gap
芩,kam,kam,kam
芩,sam,kam,kam
芪,kei,ki,ki
芫,jyun,jyun,jyun
芫,jim,jim,jim
芫茜,jim sai,jim slai,jim sai
芫茜,jyun sai,jyun slai,jyun sai
芫荽,jim sai,jim slui,jim sui
芫荽,jyun seoi,jyun slai,jyun sai
芫荽叶,jyun seoi jip,jyun slai jip,jyun sai jip
芫荽葉,jyun seoi jip,jyun slai jip,jyun sai jip
芬,fan,fan,fan
芭,baa,baa,baa
芮,jeoi,jui,jui
芯,sam,slam,sam
芯,seon,slam,sam
芰,gei,gi,gi
花,faa,faa,faa
花,leon,waa,waa
花,wai,waa,waa
花僆琼,faa leng keng,faa ling king,faa ling king
花名,faa meng,faa meng,faa ming
花呢碌,faa le luk,faa ne luk,faa ne luk
花呢碌,faa li luk,faa ne luk,faa ne luk
花呢花碌,faa li faa luk,faa ne faa luk,faa ne faa luk
花圃,faa bou,faa pu,faa pu
花圃,faa pou,faa pu,faa pu
花弗,faa fit,faa fat,faa fat
花旗参,faa kei sam,faa ki sam,faa ki sam
花旗參,faa kei sam,faa ki sam,faa ki sam
花朝月夕,faa ziu jyut zik,faa ziu jyut zik,faa ziu jyut zik
花朝節,faa ziu zit,faa ziu zit,faa ziu zit
花朝节,faa ziu zit,faa ziu zit,faa ziu zit
花生肉,faa saang juk,faa saang juk,faa saang juk
花生肉,faa sang juk,faa saang juk,faa saang juk
花生脚,faa saang goek,faa saang goek,faa saang goek
花生脚,faa sang goek,faa saang goek,faa saang goek
花生腳,faa saang goek,faa saang goek,faa saang goek
花生腳,faa sang goek,faa saang goek,faa saang goek
花被,faa pei,faa pi,faa pi
花被冚雞籠,faa pei kam gai lung,faa pi ham gai lung,faa pi ham gai lung
花被冚鸡笼,faa pei kam gai lung,faa pi ham gai lung,faa pi ham gai lung
芲,leon,lan,lan
芲,faa,faa,faa
芳,fong,fong,fong
芴,fat,fat,fat
芴,mat,mat,mat
芵,kyut,kyut,kyut
芶,gau,gau,gau
芷,zi,zi,zi
芸,wan,wan,wan
芹,kan,kan,kan
芺,ou,u,ou
芻,co,cyu,cyu
芼,mou,mu,mou
芽,ngaa,ngaa,ngaa
芾,fai,fai,fai
芾,fat,fat,fat
芿,jing,jing,jing
苀,hong,hong,hong
苀,gong,gong,gong
苁,cung,cung,cung
苂,jam,jam,jam
苃,jau,jau,jau
苄,bin,bin,bin
苅,ngaai,ngaai,ngaai
苆,cit,cai,cai
苇,wai,wai,wai
苈,lik,lik,lik
苉,pat,pat,pat
苊,ak,ak,ak
苋,jin,jin,jin
苋,jin,haan,jaan
苋,jin,hen,jin
苋,jin,hon,jong
苌,coeng,coeng,coeng
苍,cong,cong,cong
苍郁,cong wat,cong wat,cong wat
苎,cyu,cyu,cyu
苏,sou,slu,su
苏,so,slu,su
苏格兰折耳猫,sou gaak laan zip ji maau,slu gaak laan zip ji maau,su gaak laan zip ji maau
苏维埃俄国,sou wai oi ngo gwok,slu wai oi ngo gok,su wai oi ngo gok
苏维埃社会主义共和国联盟,sou wai oi se wui zyu ji gung wo gwok lyun mang,slu wai oi se wui zyu ji gung wo gok lyun mang,su wai oi se wui zyu ji gung wo gok lyun mang
苏联最高苏维埃,sou lyun zeoi gou sou wai oi,slu lyun zui gu slu wai oi,su lyun zui gou su wai oi
苐,dai,dai,dai
苐,ji,ji,ji
苐,tai,tai,tai
苑,jyun,jyun,jyun
苑里,jyun leoi,jyun lyu,jyun lyu
苒,jim,jim,jim
苓,ling,ling,ling
苔,toi,toi,toi
苕,siu,siu,siu
苕,tiu,tiu,tiu
苖,dik,dik,dik
苖,cuk,cuk,cuk
苖,miu,miu,miu
苗,miu,miu,miu
苘,gwing,king,ging
苘,gwing,gwing,gwing
苙,lap,lap,lap
苚,jung,jung,jung
苛,ho,ho,ho
苛,ho,ko,ko
苛刻,ho haak,ho kak,ho kak
苛刻,ho hak,ho hak,ho hak
苜,muk,muk,muk
苝,bui,pui,pui
苞,baau,baau,baau
苞,baau,beu,baau
苟,gau,gau,gau
苟,gik,gau,gau
苠,man,man,man
苡,ji,ji,ji
苢,ji,ji,ji
苣,geoi,gyu,gyu
苤,pei,pi,pi
若,joek,joek,joek
若,je,joek,joek
苦,fu,fu,fu
苦刁刁,fu deu deu,fu diu diu,fu diu diu
苦刁刁,fu diu diu,fu diu diu,fu diu diu
苦参,fu sam,fu sam,fu sam
苦參,fu sam,fu sam,fu sam
苦命,fu meng,fu meng,fu ming
苦差,fu caai,fu caai,fu caai
苦过弟弟,fu gwo di di,fu go di di,fu go di di
苦過弟弟,fu gwo di di,fu go di di,fu go di di
苧,cyu,cyu,cyu
苧,ning,ning,ning
苨,nai,nai,nai
苨,nei,ni,ni
苩,baak,baak,baak
苪,bing,bing,bing
苫,sim,sim,sim
苬,cau,cau,cau
苭,jiu,jiu,jiu
苮,sin,slin,sin
苯,bun,bun,bun
苰,wang,hung,kwang
英,jing,jing,jing
英哩,jing lei,jing li,jing li
英文堂,jing man dong,jing man tong,jing man tong
英文堂,jing man tong,jing man tong,jing man tong
苲,zaa,zaa,zaa
苳,dung,dung,dung
苴,zaa,zaa,zaa
苴,zeoi,caa,caa
苴,ceoi,zyu,zyu
苴,caa,zyu,zyu
苴,fo,zyu,zyu
苴斗貨,fo dau fo,zyu dau fo,zyu dau fo
苴斗貨,zaa dau fo,zaa dau fo,zaa dau fo
苴斗货,fo dau fo,zyu dau fo,zyu dau fo
苴斗货,zaa dau fo,zaa dau fo,zaa dau fo
苴麻,ceoi maa,zyu maa,zyu maa
苵,dit,dit,dit
苶,nip,nip,nip
苷,gam,gam,gam
苸,fu,fu,fu
苹,ping,ping,ping
苹,pan,pan,pan
苹婆,pan po,pan po,pan po
苹果核,ping gwo wat,ping go wat,ping go wat
苺,mui,mui,mui
苻,fu,fu,fu
苻,pou,fu,fu
苼,sang,saang,saang
苽,gu,gu,gu
苾,bat,bat,bat
苾,bit,bit,bit
苿,mei,mi,mi
茀,fat,fat,fat
茀,bat,fat,fat
茀,but,fat,fat
茁,zyut,zyut,zyut
茁,cyut,zaat,zaat
茂,mau,mau,mau
范,faan,faan,faan
范縝,faan zan,faan zan,faan zan
范缜,faan zan,faan zan,faan zan
茄,ke,ke,ke
茄,gaa,gaa,gaa
茄喱,ke le,ke li,ke li
茅,maau,maau,maau
茅,maau,meu,maau
茅屋頂,maau uk deng,maau uk deng,maau uk ding
茅屋顶,maau uk deng,maau uk deng,maau uk ding
茆,maau,maau,maau
茆,lau,lau,lau
茇,bat,baat,baat
茇,pui,pui,pui
茇,baat,baat,baat
茈,ci,ci,ci
茈,caai,caai,caai
茈,zi,zi,zi
茉,mut,mut,mut
茊,zi,zi,zi
茋,zi,zi,zi
茌,ci,ci,ci
茍,gik,gik,gik
茎,ging,ging,ging
茎,hang,ging,ging
茎部,hang bou,ging bu,ging bu
茏,lung,lung,lung
茐,cung,cung,cung
茑,niu,niu,niu
茒,jyun,jyun,jyun
茓,jyut,jyut,jyut
茔,jing,jing,jing
茕,king,king,king
茖,gaak,gaak,gaak
茗,ming,ming,ming
茘,lai,lai,lai
茙,jung,jung,jung
茚,jan,jan,jan
茛,gan,gan,gan
茜,sin,sin,sin
茜,sai,slai,sai
茜紫,sin zi,sin zi,sin zi
茜草,sin cou,sin cu,sin cou
茝,coi,coi,coi
茝,zi,zi,zi
茞,coi,coi,coi
茞,zi,zi,zi
茟,jyut,wat,wat
茠,hou,haau,hou
茠,jau,hu,hou
茠,jau,jau,jau
茡,zi,zi,zi
茢,lit,lit,lit
茣,ng,ng,ng
茤,do,do,do
茤,gei,gi,gi
茥,gwai,gwai,gwai
茥,kwai,kwai,kwai
茦,caak,caak,caak
茧,gaan,gaan,gaan
茧,gin,gen,gaan
茨,ci,ci,ci
茩,hau,hau,hau
茪,gwong,gong,gong
茫,mong,mong,mong
茬,caa,caa,caa
茬,ci,ci,ci
茭,gaau,gaau,gaau
茮,ziu,ziu,ziu
茯,fuk,fuk,fuk
茰,jyu,jyu,jyu
茱,zyu,zyu,zyu
茱,syu,zyu,zyu
茲,zi,zi,zi
茲,ci,zi,zi
茳,gong,gong,gong
茴,wui,wui,wui
茵,jan,jan,jan
茶,caa,caa,caa
茶匙,caa ci,caa ci,caa ci
茶果岭,caa gwo leng,caa go leng,caa go ling
茶果嶺,caa gwo leng,caa go leng,caa go ling
茶行,caa hong,caa hong,caa hong
茷,fat,faat,faat
茷,pui,pui,pui
茷,bui,bui,bui
茸,jung,jung,jung
茹,jyu,jyu,jyu
茺,cung,cung,cung
茻,mong,mong,mong
茻,mou,mu,mu
茼,tung,tung,tung
茼,tong,tong,tong
茼蒿,tong ou,tong hu,tong hou
茼蒿,tung hou,tung hu,tung hou
茽,zung,zung,zung
茾,hin,hin,hin
茿,zuk,zuk,zuk
荀,seon,slan,san
荁,wun,wun,wun
荂,fu,fu,fu
荂,heoi,hyu,hyu
荃,cyun,cyun,cyun
荄,goi,goi,goi
荅,daap,daap,daap
荅,taap,daap,daap
荆,ging,ging,ging
荇,hang,hang,hang
荈,cyun,cyun,cyun
草,cou,cu,cou
草席,cou zek,cu zek,cou zek
草率,cou seot,cu slat,cou sat
草耙,cou baa,cu paa,cou paa
草菅人命,cou gaan jan ming,cu gaan jan ming,cou gaan jan ming
草被,cou pei,cu pi,cou pi
荊,ging,ging,ging
荋,ji,ji,ji
荌,on,on,on
荍,kiu,kiu,kiu
荎,ci,ci,ci
荏,jam,jam,jam
荐,zin,zin,zin
荑,ji,ji,ji
荑,tai,tai,tai
荒,fong,fong,fong
荒山野岭,fong saan je leng,fong saan je leng,fong saan je ling
荒山野嶺,fong saan je leng,fong saan je leng,fong saan je ling
荓,ping,ping,ping
荔,lai,lai,lai
荔枝核,lai zi wat,lai zi wat,lai zi wat
荔枝菌,lai zi gwan,lai zi kwan,lai zi kwan
荔枝菌,lai zi kwan,lai zi kwan,lai zi kwan
荕,gan,gan,gan
荖,lou,lu,lou
荗,seot,sat,sat
荘,zong,zong,zong
荙,daat,daat,daat
荚,gaap,gaap,gaap
荚,haap,gep,gaap
荚,haap,haap,haap
荛,jiu,jiu,jiu
荜,bat,bat,bat
荝,zak,zak,zak
荞,kiu,kiu,kiu
荟,wui,wui,wui
荟,wai,wui,wui
荟,kui,wui,wui
荠,cai,cai,cai
荠,zai,cai,cai
荠,ci,cai,cai
荡,dong,dong,dong
荡,tong,dong,dong
荢,zi,zi,zi
荣,wing,wing,wing
荣,wing,jung,jing
荤,fan,fan,fan
荤,fan,wan,fan
荥,jing,jing,jing
荦,lok,lok,lok
荦,lak,lak,lak
荦确,lak kak,lak kak,lak kak
荦荦确确,lak lak kak kak,lak lak kak kak,lak lak kak kak
荧,jing,jing,jing
荨,cam,cam,cam
荨,cim,cam,cam
荩,zeon,zan,zan
荪,syun,slyun,syun
荫,jam,jam,jam
荬,maai,maai,maai
荭,hung,hung,hung
荮,zau,zau,zau
药,joek,joek,joek
药,ngok,joek,joek
荰,dou,du,du
荱,mei,mi,mi
荲,huk,huk,huk
荳,dau,dau,dau
荴,fu,fu,fu
荵,jan,jan,jan
荶,jam,jam,jam
荷,ho,ho,ho
荷包乱揈,ho baau lyun fang,ho baau lyun kwang,ho baau lyun kwang
荷包乱揈,ho baau lyun fing,ho baau lyun fang,ho baau lyun fang
荷包亂揈,ho baau lyun fang,ho baau lyun kwang,ho baau lyun kwang
荷包亂揈,ho baau lyun fing,ho baau lyun fang,ho baau lyun fang
荸,but,but,but
荹,bou,bu,bu
荺,wan,wan,wan
荻,dik,dik,dik
荼,tou,tu,tu
荼,syu,tu,tu
荼,ce,tu,tu
荼,caa,tu,tu
荽,seoi,slai,sai
荽,sai,slui,sui
荾,seoi,sui,sui
荿,sing,sing,sing
莀,san,san,san
莁,mou,mu,mu
莂,bit,bit,bit
莃,hei,hi,hi
莄,gang,gang,gang
莅,lei,li,li
莆,pou,pu,pu
莆,fu,fu,fu
莇,zo,zo,zo
莈,mut,mut,mut
莉,lei,li,li
莊,zong,zong,zong
莊重,zong zung,zong zung,zong zung
莋,zok,zok,zok
莌,tyut,tyut,tyut
莍,kau,kau,kau
莎,so,slo,so
莎,saa,saa,saa
莎草,so cou,slo cu,so cou
莏,co,co,co
莏,so,slo,so
莐,cam,cam,cam
莑,pung,fung,fung
莒,geoi,gyu,gyu
莓,mui,mui,mui
莔,maang,maang,maang
莕,hang,hang,hang
莖,ging,ging,ging
莖,hang,ging,ging
莖部,hang bou,ging bu,ging bu
莗,ce,ce,ce
莘,san,slan,san
莙,kwan,kwan,kwan
莙,gwan,gwan,gwan
